K_1	K_2	K_3	K_4	K_5	K_6	K_7	tot_K	S_1	S_2	S_3	S_4	S_5	S_6	S_7	prS_1	prS_2	prS_3	prS_4	prS_5	prS_6	prS_7	tot_S	D_1	D_2	D_3	D_4	D_5	D_6	D_7	Pi_1	Pi_2	Pi_3	Pi_4	Pi_5	Pi_6	Pi_7	
3	5	2	26	3	5	3	47	90	169	24	994	56	130	45	4	6	0	613	2	2	0	1011	0	-0.762938	0	3.26684	0	-0.280579	0	60.6667	73	24	473.283	37.6667	60.1	30	
3	26	3	5	2	5	3	47	20	988	31	69	4	55	40	0	812	1	0	1	1	0	993	0	0.629548	0	-0.507784	0	-0.973114	0	13.3333	299.674	20.6667	30.9	4	23	27	
5	3	3	3	2	5	26	47	94	37	70	47	12	49	1033	1	0	0	0	0	0	773	1035	-0.946168	0	0	0	0	-0.615849	3.62094	39.5	24.6667	47	31.3333	12	21.6	515.8	
5	5	2	3	3	26	3	47	44	25	792	17	14	990	28	2	0	0	1	1	173	0	995	-0.649059	0.124046	0	0	0	1.46634	0	19.3	12.2	792	11.3333	9.33333	354.569	19	
5	3	26	3	3	2	5	47	143	54	1009	122	52	18	111	0	3	633	3	2	0	0	1021	-0.148681	0	2.14874	0	0	0	-0.339717	67.3	36	406.489	82.3333	34.6667	18	50.9	
2	3	26	5	3	3	5	47	10	68	1020	96	30	43	77	1	1	752	0	0	2	0	1025	0	0	1.57035	-1.00245	0	0	-0.689423	10	45.6667	372.258	40	20	28.6667	33.6	
26	5	3	5	2	3	3	47	770	45	24	46	32	40	22	626	11	4	9	4	14	2	818	0.777641	-0.13953	0	-0.436935	0	0	0	241.052	21.2	16	20.8	32	26.6667	14.6667	
5	3	3	2	26	5	3	47	180	127	62	779	1015	165	75	3	2	0	2	126	0	0	1025	-0.626496	0	0	0	2.87158	-0.731316	0	79.3	85	41.6667	779	456.982	71.6	50.3333	
26	2	3	3	5	3	5	47	999	19	35	81	90	41	69	719	0	1	2	1	0	2	1006	1.05077	0	0	0	-0.949217	0	-0.782262	330.585	19	24	54.3333	37.8	27.3333	29.7	
26	3	3	2	3	5	5	47	1033	90	61	34	80	114	218	567	0	1	0	0	0	0	1034	1.93179	0	0	0	0	-0.878513	-0.513274	401.465	61	40.6667	34	53.3333	48.4	97.6	
5	3	3	5	26	2	3	47	62	46	25	89	1029	10	60	0	1	0	0	781	0	1	1031	-0.650912	0	0	-0.82116	3.68165	0	0	27.2	30.6667	16.6667	38.1	517.898	10	40	
2	3	26	3	5	3	5	47	20	37	897	36	82	72	121	5	3	635	3	8	3	10	935	0	0	0.918957	0	-0.609192	0	-0.639333	20	25	289.098	24	36.2	48.6667	53.2	
2	3	5	5	26	3	3	47	30	27	65	53	1012	28	46	0	1	0	1	799	0	2	1016	0	0	-0.727964	-1.11028	1.25546	0	0	30	18	28.2	21.7	348.458	18.6667	30.6667	
3	5	5	26	3	3	2	47	43	49	71	1028	34	36	628	0	0	0	326	0	0	0	1029	0	-1.00076	-1.04061	2.26807	0	0	0	29	20.4	29.4	422.175	22.6667	24	628	
5	3	26	3	3	5	2	47	95	55	1033	52	95	156	33	2	0	648	0	1	2	0	1038	-0.449816	0	3.56516	0	0	-0.781455	0	42.9	37	512.025	35.3333	63.3333	67.2	33	
5	3	2	3	26	5	3	46	10	6	6	13	967	13	7	0	0	0	1	916	0	1	969	-1.10893	0	0	0	0.452742	-1.21039	0	3.2381	4	6	8.66667	282.102	5.2	4.66667	
5	3	2	3	26	5	3	47	148	75	778	39	1032	129	78	1	1	1	0	154	1	0	1036	-0.990763	0	0	0	3.84189	-0.740045	0	61.8	50	778	26	530.243	55.9	52.6667	
5	3	3	2	3	5	26	47	106	100	64	14	35	123	1040	0	1	0	0	0	0	680	1041	-0.744141	0	0	0	0	-0.0696022	4.26058	45.9	67.3333	43	14	23.3333	58.5	562.88	
5	3	5	2	26	3	3	47	95	60	68	17	1031	28	47	1	2	0	0	767	0	1	1035	-0.633074	0	-0.983936	0	4.21458	0	0	41.8	40	28.4	17	554.908	18.6667	31.3333	
3	3	5	3	26	5	2	47	33	35	67	44	1034	97	10	0	0	0	0	775	0	0	1034	0	0	-0.320263	0	2.09104	-0.483038	0	22.3333	23.3333	30.8	29.6667	412.643	43.6	10	
26	3	3	2	3	5	5	47	960	137	43	65	75	157	95	569	8	1	2	3	7	2	990	0.504362	0	0	0	0	-0.713814	-0.999591	283.308	93.3333	28.6667	65	51	68.3	39.6	
3	5	5	3	26	3	2	47	85	149	130	55	1039	78	89	1	0	0	1	607	0	0	1041	0	-0.374913	-0.365972	0	2.29158	0	0	57	68	59.4	37	428.289	52.6667	89	
5	3	26	3	5	3	2	47	34	15	986	7	18	13	5	2	1	904	0	0	1	0	990	-1.24951	0	1.19317	0	-0.204587	0	0	13.6	10	335.486	4.66667	8.4	8.66667	5	
3	5	2	3	5	3	26	47	55	166	36	85	188	121	1032	0	3	0	0	0	0	570	1036	0	0.145386	0	0	-0.713165	0	3.9814	36.6667	81.2	36	56.6667	81.8	81.3333	539.677	
3	2	5	5	3	3	26	47	61	16	111	107	40	52	1035	0	0	1	0	1	0	736	1037	0	0	-0.439633	-0.778683	0	0	4.19839	41.3333	16	50.2	46.1	26.6667	34.6667	555.96	
26	5	3	5	3	2	3	47	1038	155	83	93	70	18	133	614	0	0	0	0	0	0	1038	4.98957	-0.245773	0	-0.738468	0	0	0	611.382	72	56	40.3	47.6667	18	89.3333	
26	5	3	3	3	5	2	47	1040	105	129	76	88	155	14	588	0	1	0	0	0	0	1041	5.61432	-0.392182	0	0	0	-0.983091	0	655.132	47.8	87	51.3333	59	64.8	14	
3	2	3	3	5	26	5	47	18	6	31	30	44	1023	32	0	0	0	1	1	876	0	1025	0	0	0	0	-0.185445	4.07682	-1.24792	12	6	20.6667	20	20.6	541.372	12.8	
3	3	26	2	3	5	5	47	4	14	851	7	13	13	19	0	1	795	1	1	4	4	862	0	0	2.39075	0	0	-0.97762	-1.22992	2.66667	9.33333	356.394	7	8.66667	5.4	7.6	
2	26	5	3	3	5	3	47	19	1036	164	69	109	829	94	0	131	0	1	0	1	0	1039	0	4.86793	-0.902269	0	0	1.89462	0	19	601.948	69.4	46	73	496.5	63	
26	2	3	5	5	3	3	47	1036	3	23	776	779	37	27	84	0	0	0	0	0	0	1036	5.05866	0	0	-1.13903	-1.19887	0	0	614.895	3	15.3333	317	315.3	24.6667	18	
5	2	26	3	3	3	5	47	826	18	1041	64	73	102	160	0	0	139	0	0	0	0	1041	-1.0007	0	5.15794	0	0	0	-0.615161	344.6	18	624.631	43.6667	49.6667	69.3333	70.6	
26	2	5	3	3	3	5	47	1039	20	98	72	91	75	135	628	0	0	0	0	0	0	1039	4.91725	0	-0.814139	0	0	0	-0.97522	607.046	20	42	48.3333	61.3333	50	56.5	
5	2	3	3	26	5	3	47	103	14	79	91	1038	125	89	0	0	0	0	620	0	0	1038	-0.236772	0	0	0	5.25689	-0.621528	0	47.9	14	53.3333	61.6667	629.563	55.1	59.3333	
5	3	5	3	2	26	3	47	50	26	44	15	2	1010	19	2	2	2	0	0	867	0	1016	0.0943289	0	-0.970022	0	0	4.02183	0	24.3	17.3333	18.4	10	2	530.862	12.6667	
26	5	5	3	3	2	3	47	1040	123	802	85	56	13	56	174	0	0	0	0	0	0	1040	5.39204	-0.752735	-1.02625	0	0	0	0	639.985	53.2	333.3	57.6667	38	13	37.3333	
5	3	26	3	5	2	3	47	764	84	1037	55	95	18	71	1	0	198	0	0	0	0	1038	1.92011	0	4.62401	0	-0.549775	0	0	458.8	56.6667	585.954	36.6667	42.3	18	48	
3	5	3	5	3	2	26	47	33	84	39	775	39	7	1033	0	3	0	0	0	0	204	1036	0	-0.794334	0	-1.11419	0	0	4.42058	22	36.1	26	317.8	26	7	569.926	
3	26	5	3	5	2	3	47	58	1008	109	87	72	19	52	3	700	3	3	4	0	1	1023	0	3.57018	-1.00575	0	-0.890336	0	0	38.6667	499.978	45.4	58	30.5	19	34.6667	
3	5	3	2	3	26	5	40	4	4	2	1	6	543	202	0	1	1	1	3	334	1	550	0	-0.876418	0	0	-1.14554	0.69657	-1.74432	2.66667	1.33333	1.33333	1	2.4	167.135	57.9524	
3	5	26	3	5	3	2	47	114	164	1032	63	798	83	13	0	0	159	1	0	0	0	1034	0	-0.476305	4.90407	0	1.89188	0	0	77.3333	73.8	602.071	42	477.8	55.6667	13	
3	3	2	26	5	3	5	47	78	71	15	1040	173	133	814	0	0	0	151	0	0	0	1040	0	0	0	4.64961	-0.517721	0	1.90797	52.3333	47.3333	15	589.391	77.4	90	488.2	
3	26	5	2	3	5	3	47	21	889	18	3	11	27	12	3	816	4	1	0	3	1	902	0	3.12591	-0.716054	0	0	-0.667523	0	14	415.132	7.8	3	7.33333	11.8	8	
5	3	5	3	2	26	3	47	73	42	91	80	14	1021	48	1	1	0	1	0	716	1	1026	-0.0519167	0	-1.1788	0	0	3.8044	0	34.8	28	36.9	54.3333	14	522.089	32	
3	2	26	5	3	3	5	47	52	8	1033	101	59	38	791	0	0	185	1	0	0	2	1037	0	0	4.70759	-0.874783	0	0	-1.13155	34.6667	8	589.354	42.9	39.3333	25.3333	323.5	
5	2	3	3	26	5	3	47	102	60	58	74	1028	142	60	1	0	1	1	632	1	1	1036	-1.00288	0	0	0	2.73106	-0.967611	0	42.5	60	38.6667	49.6667	453.363	59.5	40.3333	
5	2	26	5	3	3	3	47	152	10	1030	78	64	75	84	1	0	645	0	0	0	2	1033	-0.580559	0	4.73233	-0.676613	0	0	0	67.4	10	589.314	34.1	43.6667	50.3333	56.3333	
5	5	26	3	3	2	3	47	47	38	1009	36	26	5	23	2	1	856	1	1	0	2	1017	-0.922395	-0.799096	3.66143	0	0	0	0	19.8	16.3	506.508	24.3333	17.3333	5	15.3333	
3	5	3	26	5	3	2	47	32	62	33	1025	40	43	10	0	1	0	824	0	1	0	1028	0	-1.03231	0	4.08146	-0.940003	0	0	21.3333	25.7	22	542.742	16.8	28.6667	10	
3	26	3	5	3	5	2	47	59	1027	59	55	71	97	9	1	725	0	1	1	1	1	1032	0	4.48525	0	-0.830009	0	-0.499357	0	39.3333	570.972	39.6667	23.5	47.3333	43.5	9	
5	26	5	2	3	3	3	47	129	1026	93	20	72	102	62	2	639	2	1	0	0	1	1032	-0.67858	4.56275	-0.908622	0	0	0	0	56.4	575.628	39.3	20	48.3333	68.3333	41.6667	
26	3	3	5	3	5	2	47	1041	106	82	159	98	139	20	561	0	0	0	0	0	0	1041	4.20777	0	0	-0.611025	0	-0.755557	0	559.818	71	54.6667	70.2	65.6667	60.1	20	
3	5	26	3	2	5	3	24	2	3	374	1	1	1	2	1	1	370	0	1	1	2	380	-0.972558	-1.35841	3.3129	-0.816497	0	-1.16387	0	0.8	0.857143	144.296	0.4	1	0.117647	1.33333	
3	5	3	5	26	2	3	47	68	187	116	800	1041	16	65	0	0	0	0	156	0	0	1041	0	-0.633715	0	1.90189	5.41055	0	0	45.6667	82.3	78.3333	479.5	641.862	16	43.6667	
3	5	26	3	3	5	2	47	46	54	999	30	31	774	14	0	0	198	0	1	2	0	1003	0	-0.851008	4.40195	0	0	1.92209	0	30.6667	23	549.972	20	20.6667	464.9	14	
3	5	5	2	26	3	3	47	789	1037	1027	429	1041	956	774	0	0	0	0	0	0	0	1041	0	4.31715	3.51972	0	6.83793	0	0	536	778.7	719.8	429	739.225	769.333	526.667	
2	3	5	3	26	3	5	47	767	802	989	980	1041	796	1018	0	0	0	0	0	0	0	1041	0	0	1.71884	0	6.59786	0	3.61688	767	539.667	581.4	788.667	722.849	539.333	719.7	
5	3	3	2	3	5	26	47	1025	753	972	709	958	796	1041	0	0	0	0	0	0	0	1041	3.31453	0	0	0	0	1.91785	6.65672	705.2	506.333	772.333	709	765	477.9	726.865	
5	3	26	2	5	3	3	47	1034	964	1041	779	933	974	977	0	0	0	0	0	0	0	1041	3.87565	0	6.62199	0	1.54491	0	0	747.8	771.333	724.495	779	538.3	779.667	776	
2	5	3	5	3	26	3	47	824	1037	965	1033	202	1041	815	0	0	0	0	0	0	0	1041	0	4.34635	0	3.94079	0	7.0683	0	824	780.6	770.333	751.3	137	754.938	564.333	
2	5	5	3	3	3	26	47	69	1028	1034	778	945	788	1041	0	0	0	0	0	0	0	1041	0	3.39725	4.16384	0	0	0	6.77721	69	712.6	766.5	526.333	738	538	735.083	
3	3	2	3	26	5	5	47	950	806	781	816	1041	1038	1028	0	0	0	0	0	0	0	1041	0	0	0	0	6.92291	4.14136	3.58017	743.667	553	781	565.333	745.022	768	724.4	
26	5	2	5	3	3	3	47	1041	794	770	1039	551	475	967	0	0	0	0	0	0	0	1041	6.85579	-0.590327	0	4.30179	0	0	0	740.443	351.7	770	779.2	389	323.667	780.333	
26	3	3	5	3	5	2	47	1041	800	987	1037	186	832	765	0	0	0	0	0	0	0	1041	7.07163	0	0	4.38323	0	-0.0834932	0	755.166	552.333	792.333	783	126.333	395	765	
5	26	3	2	5	3	3	47	994	1041	971	796	1035	176	168	0	0	0	0	0	0	0	1041	1.78234	7.14877	0	0	4.39416	0	0	588.3	760.428	780.333	796	782.2	120.667	113.667	
3	3	2	26	3	5	5	47	971	165	119	1041	174	1037	838	0	0	0	0	0	0	0	1041	0	0	0	7.0655	0	4.42626	-0.0768118	779	111	119	754.748	117.667	785.8	398.2	
3	5	3	2	3	5	26	47	812	943	874	60	98	1036	1041	0	0	0	0	0	0	0	1041	0	2.04898	0	0	0	4.41791	6.73824	551	573.9	660	60	65.3333	784.5	732.425	
2	26	5	3	3	5	3	47	791	1041	1023	92	971	1037	794	0	0	0	0	0	0	0	1041	0	7.06541	3.57585	0	0	4.29256	0	791	754.742	720.6	61.6667	780.667	777.1	539.667	
3	26	3	3	2	5	5	47	49	1041	766	932	754	1037	948	0	0	0	0	0	0	0	1041	0	6.56881	0	0	0	4.07282	1.81127	33	720.868	516.667	719.667	754	762.8	562.8	
3	5	26	3	5	2	3	47	59	1022	1041	986	1030	52	68	0	0	0	0	0	0	0	1041	0	3.43246	6.61969	0	4.03798	0	0	39.6667	710.7	724.338	777.667	755.4	52	45.3333	
5	3	26	3	2	5	3	47	984	799	1041	788	44	1028	979	0	0	0	0	0	0	0	1041	1.45713	0	6.74396	0	0	3.87934	0	562.3	542.667	732.815	534.333	44	743.7	775	
3	2	3	26	5	3	5	47	792	807	953	1041	1038	144	996	0	0	0	0	0	0	0	1041	0	0	0	7.26132	4.28567	0	1.63541	541.333	807	753.667	768.105	777.4	96.6667	580.3	
26	3	5	5	2	3	3	47	1041	970	1010	1023	744	37	967	0	0	0	0	0	0	0	1041	6.24177	0	2.43759	3.37646	0	0	0	698.56	770.667	639.3	707.8	744	24.6667	776	
5	3	5	2	3	26	3	47	1039	81	254	777	965	1041	782	0	0	0	0	0	0	0	1041	4.26958	0	-0.996655	0	0	6.06697	0	777.1	54.3333	106	777	782	686.637	530.667	
5	3	5	3	26	2	3	47	1036	973	1035	797	1041	782	124	0	0	0	0	0	0	0	1041	4.26102	0	3.34104	0	6.81961	0	0	774.3	782.667	713.8	546	737.975	782	83	
5	26	3	3	3	5	2	47	1016	1041	819	807	976	1036	760	0	0	0	0	0	0	0	1041	3.3238	6.64536	0	0	0	4.36561	0	699.6	726.089	562.667	549.333	785.333	781.1	760	
3	26	2	5	5	3	3	47	6	919	438	769	587	627	183	0	73	2	2	2	28	0	958	0	1.56956	0	0.95672	1.90309	0	0	4	335.375	438	415.3	351.9	452.667	123.333	
26	2	5	5	3	3	3	47	1041	157	1039	1036	189	981	196	0	0	0	0	0	0	0	1041	7.042	0	4.36774	4.38407	0	0	0	753.145	157	783.5	782.3	128.667	789.333	132	
2	26	5	5	3	3	3	47	793	1041	1031	1020	975	978	805	0	0	0	0	0	0	0	1041	0	7.0558	4.00037	3.41982	0	0	0	793	754.086	753.7	708.5	780	775.333	550.333	
2	5	3	3	5	3	26	47	793	947	787	785	1024	959	1041	0	0	0	0	0	0	1	1041	0	2.53973	0	0	3.4544	0	6.74807	793	605.5	530.333	531.667	713.5	768.333	733.095	
2	3	5	3	26	3	5	47	779	979	1036	915	1041	785	367	0	0	0	0	0	0	0	1041	0	0	4.23333	0	6.87934	0	-0.783185	779	783.333	772.5	703.667	742.049	533.667	158.1	
5	26	2	3	3	5	3	47	1040	1041	802	701	110	1027	916	0	0	0	0	0	0	0	1041	4.15393	6.96509	0	0	0	3.88281	0	770.3	747.898	802	479.667	74	743.2	692	
26	3	3	3	2	5	5	47	1041	803	935	807	774	857	1032	0	0	0	0	0	0	0	1041	7.16298	0	0	0	0	0.0323495	4.30717	761.397	559.333	728.667	556	774	413.1	774.3	
3	3	5	2	26	3	5	47	66	979	1012	56	1041	797	1032	0	0	0	0	0	0	0	1041	0	0	3.26166	0	6.73584	0	4.10335	44.6667	781	692.9	56	732.262	538.667	761.1	
2	3	26	5	5	3	3	47	786	961	1041	1026	883	973	99	0	0	0	0	0	0	0	1041	0	0	7.11404	3.51818	2.17005	0	0	786	757	758.058	719	544.1	779.333	66.3333	
5	3	2	26	3	3	5	47	99	46	38	914	60	41	109	13	1	2	623	6	3	11	956	-0.882733	0	0	2.7788	0	0	-1.12202	42	30.6667	38	405.997	40.3333	27.6667	44.6	
5	26	5	2	3	3	3	47	173	1038	184	71	131	122	96	0	478	0	1	0	0	0	1039	-0.848181	3.7156	-0.93407	0	0	0	0	73.8	524.732	77.5	71	87.6667	81.6667	64.6667	
3	5	5	3	26	2	3	47	152	242	256	136	1029	71	143	2	1	1	0	357	0	0	1036	0	-0.634653	-0.874596	0	4.04306	0	0	104	106.5	108.8	91	542.268	71	95.6667	
26	3	3	3	5	2	5	47	1038	114	95	79	178	47	177	517	2	0	0	1	0	0	1041	4.24209	0	0	0	-1.02075	0	-0.938559	560.542	77.3333	64.3333	53	74	47	74.5	
2	3	5	3	5	26	3	47	8	13	25	15	34	679	15	2	5	8	6	8	608	7	716	0	0	-0.868324	0	-0.882006	2.44656	0	8	8.66667	10.6	10	14.4	286.926	10	
5	2	3	3	26	3	5	47	57	24	40	38	849	47	53	10	4	7	7	668	7	8	899	-0.790193	0	0	0	3.11027	0	-0.813416	24.5	24	27	25.3333	395.606	31.3333	22.7	
3	3	26	3	5	5	2	47	71	91	998	96	176	134	43	2	2	544	2	6	3	0	1019	0	0	3.33603	0	-1.07201	-0.961152	0	48	60.6667	479.711	65	72.6	56.2	43	
2	5	3	5	3	3	26	47	8	21	15	26	14	12	849	1	3	4	3	1	1	768	862	0	-1.08716	0	-1.24176	0	0	2.82116	8	8.6	10	10.4	9.33333	8	379.514	
5	2	3	3	5	26	3	47	82	24	48	41	71	792	39	14	3	7	9	13	583	8	852	-1.09115	0	0	0	-0.973904	2.27881	0	33.7	24	32.3333	27.3333	29.7	325.898	26	
2	3	5	26	3	5	3	47	49	82	185	908	90	169	98	3	7	15	473	3	12	5	983	0	0	-0.91015	2.37567	0	-0.903875	0	49	55.3333	78.2	379.342	60.6667	71.5	66.6667	
2	5	3	3	26	3	5	47	103	274	142	174	1026	161	272	0	2	1	0	298	0	1	1037	0	-0.697716	0	0	4.0314	0	-0.68763	103	119.5	96	117.667	539.905	110.667	118.8	
5	5	26	3	3	2	3	47	143	133	1019	99	75	44	78	1	2	562	1	1	0	1	1028	-0.725652	-0.827621	4.00434	0	0	0	0	62.1	56.9	534.418	66	51	44	52.3333	
3	5	3	5	26	2	3	47	106	146	94	183	1020	46	100	0	0	1	5	511	0	3	1031	0	-1.03035	0	-0.93221	3.4078	0	0	71.6667	60.6	63.3333	77.1	495.071	46	67.3333	
3	3	3	5	26	5	2	42	4	7	4	10	252	8	2	3	3	3	7	242	3	2	274	0	0	-1.0938	-0.894499	0.0113222	-1.57597	0	2.66667	4.66667	1.6	4.2	63.7954	2.28571	2	
26	3	2	3	3	5	5	47	991	95	43	75	83	146	134	542	4	1	5	3	4	4	1014	3.37167	0	0	0	0	-0.965142	-0.748089	478.665	64	43	50.3333	55.6667	61.2	58	
3	3	2	3	26	5	5	47	36	30	20	30	504	53	61	12	11	7	9	397	23	28	607	0	0	0	0	0.609185	-1.13997	-1.13172	24	20.3333	20	20.3333	152.246	21.6	24.9	
26	5	2	3	5	3	3	47	960	50	19	36	46	27	30	778	1	1	2	5	0	0	969	3.11378	-1.1005	0	0	-0.948969	0	0	447.483	20.5	19	24	19.3	18	20	
26	3	5	2	3	5	3	47	995	39	69	25	45	66	38	752	0	4	1	1	1	0	1003	3.3349	0	-0.965247	0	0	-1.21421	0	478.197	26	28.9	25	30.3333	26.6	25.3333	
3	5	2	3	5	26	3	47	7	12	4	6	20	635	7	2	3	1	1	9	600	4	655	0	-0.954263	0	0	-1.2321	1.60942	0	4.66667	5	4	4	8	233.474	4.66667	
26	3	3	2	3	5	5	47	979	95	127	71	95	182	165	463	1	6	3	0	6	2	1010	2.4487	0	0	0	0	-0.860512	-0.827542	413.658	65	86.6667	71	64	77.5	70.6	
5	3	5	2	26	3	3	47	84	65	89	27	914	69	54	11	6	6	2	617	7	5	959	-1.11433	0	-0.981126	0	-0.210736	0	0	34.4	43.6667	37.2	27	226.895	46.6667	36	
5	2	5	3	3	26	3	47	170	50	179	106	124	1019	110	4	0	0	1	0	475	0	1027	-0.700557	0	-0.871327	0	0	3.31604	0	74.1	50	76.1	71.3333	85.3333	488.458	73.3333	
3	3	3	5	5	26	2	47	71	55	52	97	96	915	38	9	4	5	9	12	609	2	962	0	0	0	-0.874691	-1.18381	3.39418	0	48	36.6667	34.6667	41.2	38.9	443.348	38	
3	3	2	5	5	3	26	47	174	156	100	287	244	164	1035	0	1	1	0	0	1	307	1039	0	0	0	-0.707205	-0.698538	0	3.94346	117.667	105	100	125	106.4	111.667	538.671	
2	3	5	3	5	3	26	47	23	39	74	33	64	36	910	1	2	10	3	8	3	701	939	0	0	-1.02871	0	-1.03983	0	2.263	23	26	30.7	22	26.5	24	373.455	
3	3	3	26	2	5	5	47	52	55	60	557	39	111	96	13	17	24	366	13	29	27	709	0	0	0	-0.230261	0	-1.21042	-0.936495	35.6667	36.6667	40	137.545	39	44.8	40.4	
2	26	3	5	3	3	5	47	34	857	76	86	50	61	86	3	584	10	12	5	10	12	917	0	0.15441	0	-1.08127	0	0	-0.805436	34	233.258	50.6667	35.4	33.6667	41	36.9	
3	2	3	26	5	5	3	42	7	6	2	636	16	13	2	3	2	0	609	7	4	2	654	0	0	-0.972558	2.42622	-0.744579	-1.21039	-0.972558	4.66667	6	0.8	263.915	6.9	5.2	0.8	
26	5	3	2	3	5	3	47	1018	81	51	22	34	80	39	758	1	0	0	1	1	0	1021	2.84858	-0.698606	0	0	0	-1.1656	0	456.797	35.3	34	22	22.6667	32.5	26	
3	2	3	3	26	5	5	47	145	76	120	152	969	228	263	3	2	0	5	340	13	8	1019	0	0	0	0	1.65989	-0.560553	-0.933617	97.3333	76	81.6667	101.333	359.345	101.4	110.8	
26	3	3	3	5	2	5	47	1041	969	133	38	983	130	993	0	0	0	0	0	0	0	1041	3.7814	0	0	0	1.61066	0	2.84934	530.735	773.333	89.3333	25.6667	571.2	130	654.2	
5	2	26	5	3	3	3	47	72	24	1041	1037	12	769	11	0	0	1	0	0	0	0	1041	-0.956124	0	4.08453	3.80697	0	0	0	30.2	24	551.412	745.5	8	519	7.33333	
5	3	5	3	2	3	26	47	575	24	1039	977	39	28	1041	0	0	0	0	0	0	0	1041	-0.850337	0	4.36007	0	0	0	3.73764	245.3	16	783	787	39	18.6667	527.751	
2	3	5	5	3	26	3	47	73	966	1038	353	18	1041	28	0	0	0	0	0	0	0	1041	0	0	4.41002	-0.732134	0	5.09948	0	73	773	785.5	153.2	12	620.643	18.6667	
3	5	2	26	5	3	3	44	2	610	6	1014	19	739	740	0	7	0	43	0	2	0	1023	-0.972558	0.180165	0	1.93433	-0.744427	0	-1.27448	0.8	299.7	6	394.255	8.2	552	296	
5	5	3	3	26	3	2	47	130	1004	16	23	1041	982	52	0	0	0	0	1	0	0	1041	-0.878333	2.97718	0	0	4.1291	0	0	55.2	669.5	10.6667	15.3333	554.452	778.667	52	
26	2	3	5	5	3	3	47	1041	42	17	1022	978	965	15	0	0	0	0	0	0	0	1041	4.25793	0	0	3.40752	1.28651	0	0	563.24	42	11.3333	709.1	548.4	772	10	
5	3	2	3	5	26	3	47	274	974	105	51	978	1041	43	0	0	0	0	0	3	0	1041	-0.349438	0	0	0	1.86329	4.25491	0	125.5	779.667	105	34.3333	583.8	563.034	28.6667	
5	3	3	5	26	2	3	47	1037	20	969	995	1041	33	23	0	0	0	0	0	0	0	1041	4.47082	0	0	1.42694	5.15568	0	0	788.7	13.3333	775	566.7	624.477	33	15.3333	
5	3	3	3	5	26	2	47	1014	12	14	802	101	1041	46	0	0	0	0	0	4	0	1041	2.82369	0	0	0	-0.78072	3.80161	0	666.4	8	9.33333	544	43.5	532.114	46	
3	2	3	5	5	3	26	47	25	68	981	1004	806	25	1041	0	0	0	0	0	0	0	1041	0	0	0	2.44072	-0.736914	0	4.42172	17	68	782	635.7	349.6	16.6667	574.412	
3	5	2	3	3	5	26	47	971	1038	97	39	39	853	1041	0	0	0	0	0	0	0	1041	0	4.2258	0	0	0	-0.480792	5.01251	771.667	773.5	97	26.3333	26	383.7	614.711	
5	3	3	2	5	26	3	45	10	1	235	3	935	994	3	0	0	0	0	17	61	1	1013	-1.19267	-0.816497	0	0	2.46937	2.42428	0	4	0.4	160	3	593.7	418.4	2	
5	3	3	26	2	5	3	47	827	962	36	1041	76	1036	35	0	0	0	0	0	0	0	1041	-0.550223	0	0	4.39113	0	4.24102	0	368.4	776.667	24	572.326	76	773	23.6667	
26	5	3	2	5	3	3	47	1041	809	18	37	1033	984	14	0	0	0	0	0	0	0	1041	4.68795	-0.847226	0	0	4.1074	0	0	592.572	345.3	12	37	762.1	788.667	9.33333	
3	2	5	3	26	3	5	37	449	1	382	0	880	0	892	1	0	2	0	24	0	86	973	0	0	-1.75657	0	-0.642688	0	1.26897	308	1	109.381	0	173.846	0	499.2	
5	2	3	5	3	3	26	47	787	74	22	1001	975	89	1041	0	0	0	0	0	0	1	1041	-0.79882	0	0	1.63361	0	0	5.4566	338.3	74	14.6667	583.1	779.333	59.6667	645.003	
5	26	5	3	3	3	2	47	203	1041	1035	31	976	37	77	0	0	0	0	0	0	0	1041	-0.723275	4.9088	4.33565	0	0	0	0	88.2	607.637	778.4	20.6667	784	24.6667	77	
2	5	5	3	3	26	3	47	83	1038	944	821	13	1041	37	0	0	0	0	0	0	0	1041	0	4.29948	1.03438	0	0	3.5398	0	83	778.3	514.4	561.333	8.66667	514.255	24.6667	
3	5	26	5	3	2	3	47	22	791	1041	1038	976	89	23	0	0	0	0	0	0	0	1041	0	-0.638083	2.64132	4.39927	0	0	0	14.6667	348	452.969	784.8	778.333	89	15.3333	
3	3	3	2	5	26	5	47	4	990	16	23	1006	1040	93	0	0	0	0	0	5	0	1040	0	0	0	0	3.21584	3.26791	-0.755483	2.66667	790.667	10.6667	23	685.9	495.234	40.2	
26	3	2	5	3	3	5	47	1041	33	76	1034	967	25	968	0	0	0	0	0	0	0	1041	4.96708	0	0	4.14997	0	0	1.53354	611.612	22	76	765.6	772.667	16.6667	557.8	
26	2	3	5	5	3	3	47	1041	96	962	1024	836	45	43	0	0	0	0	0	0	0	1041	3.97302	0	0	3.38593	-0.344574	0	0	543.806	96	756.667	709.1	383.2	30.6667	29	
5	3	5	26	3	3	2	47	232	807	1036	1041	54	41	146	0	0	0	0	0	0	0	1041	-0.95657	0	4.35485	4.71574	0	0	0	97.4	562.667	780.4	594.468	36	27.3333	146	
3	26	2	5	3	5	3	47	16	1041	26	73	861	979	6	0	10	0	0	0	0	0	1041	0	3.24384	0	-1.00372	0	2.1026	0	10.6667	494.068	26	30.4	628.667	599.1	4	
