K_1	K_2	K_3	K_4	K_5	K_6	K_7	tot_K	S_1	S_2	S_3	S_4	S_5	S_6	S_7	prS_1	prS_2	prS_3	prS_4	prS_5	prS_6	prS_7	tot_S	D_1	D_2	D_3	D_4	D_5	D_6	D_7	Pi_1	Pi_2	Pi_3	Pi_4	Pi_5	Pi_6	Pi_7	
3	5	3	3	26	5	2	47	85	170	96	80	953	136	66	3	11	7	2	495	4	1	992	0	-0.962098	0	0	1.10134	-1.0474	0	57.3333	71.3	65.6667	53.3333	318.529	56.3	66	
3	26	5	5	3	2	3	47	316	1036	418	436	828	166	809	0	42	0	0	0	0	0	1040	0	3.69104	-0.370936	-0.477605	0	0	0	216.333	522.055	190.9	196.2	583.333	166	566	
5	5	3	26	3	2	3	47	502	519	345	1039	294	232	266	0	0	0	68	0	0	0	1040	0.00126881	0.134391	0	3.56216	0	0	0	241	253.5	241.667	514.791	201.333	232	186.333	
3	26	3	2	5	3	5	47	33	805	51	31	74	51	84	7	590	8	8	16	7	20	877	0	-2.13174	0	0	-1.00736	0	-1.05786	22	98.4338	34	31	30.8	34	34.7	
26	3	5	3	5	3	2	47	1021	164	334	153	321	184	150	264	2	2	2	1	1	0	1036	2.3489	0	-0.658401	0	-0.608674	0	0	424.711	111.333	146.5	104	141.8	125	150	
26	3	5	2	3	5	3	47	932	147	178	72	104	210	104	401	6	11	3	5	15	3	994	0.984629	0	-0.797683	0	0	-0.92325	0	304.385	101.333	76.5	72	70	88.6	71	
5	26	5	3	3	3	2	47	253	939	264	184	120	136	90	5	308	11	10	5	7	5	1007	-0.756722	-0.0568632	-0.838527	0	0	0	0	109.4	242.572	112.8	124.667	80.3333	92	90	
5	2	3	26	3	3	5	47	408	201	219	1022	226	284	442	1	0	0	122	0	2	4	1038	-0.321488	0	0	0.53589	0	0	-0.225481	187.6	201	150.667	303.711	155	196.333	205.9	
5	3	3	2	26	3	5	47	265	142	179	102	1010	835	261	2	1	1	0	61	1	3	1029	-0.702144	0	0	0	-0.896713	0	-0.71775	115.5	96.3333	120.667	102	205.329	571	113.5	
5	3	5	2	3	26	3	47	367	137	422	177	221	1031	278	1	0	3	1	0	165	1	1040	-0.388557	0	-0.428538	0	0	3.03596	0	167.2	91.3333	191.2	177	150	475.283	189.333	
26	5	3	2	3	5	3	47	1032	277	183	104	151	277	135	326	0	1	1	0	1	0	1036	3.12657	-0.772863	0	0	0	-0.830282	0	481.871	119.5	125	104	102.667	118.5	91	
3	5	5	3	2	3	26	47	188	323	336	215	128	208	1028	0	1	2	1	0	0	217	1040	0	-0.553683	-0.524729	0	0	0	1.44391	127.667	143.8	150.2	147	128	141	366.658	
5	3	5	3	2	26	3	47	125	76	111	56	43	698	64	30	20	19	17	10	439	9	828	-0.989371	0	-0.996312	0	0	0.840445	0	52.2	51.6667	46.3	37.6667	43	221.4	43	
2	3	26	3	5	3	5	47	37	74	841	59	119	46	114	3	12	535	7	19	7	15	916	0	0	-0.312886	0	-0.975021	0	-1.05922	37	49.6667	203.138	39.6667	49.8	30.6667	47.1	
26	3	3	5	2	5	3	47	1041	302	221	414	147	404	225	138	0	0	0	0	0	0	1041	2.08657	0	0	-0.481408	0	-0.501183	0	415.129	206.333	151	186.2	147	181.2	153.333	
26	3	5	3	5	3	2	47	986	227	303	161	340	199	131	215	2	6	5	4	2	1	1026	1.48983	0	-0.563891	0	-0.63183	0	0	354.655	154.667	134.7	110	149.7	139.333	131	
26	3	5	3	5	3	2	47	1036	294	420	248	402	301	181	131	1	0	1	0	0	0	1041	2.72329	0	-0.360076	0	-0.291433	0	0	456.36	201.667	192.1	174.667	185.6	204.667	181	
3	5	26	3	2	5	3	47	180	357	1031	245	147	382	226	0	1	150	1	0	0	0	1037	0	-0.470744	3.06461	0	0	-0.394161	0	122.333	160.8	477.218	170.333	147	173.9	154.333	
2	3	3	3	5	26	5	47	153	215	279	219	398	1025	407	3	1	1	1	2	133	0	1038	0	0	0	0	-0.465531	0.465586	-0.36217	153	146.667	191.667	149.333	179.4	299.88	186.1	
3	5	2	3	5	3	26	47	141	276	118	149	295	197	1006	3	2	4	0	5	2	288	1033	0	-0.701894	0	0	-0.64709	0	2.62713	95.3333	120.3	118	100.667	129.6	134.333	436.818	
2	26	3	3	5	3	5	47	198	1019	275	334	470	245	468	0	100	0	0	3	0	3	1039	0	0.99829	0	0	-0.369256	0	-0.225901	198	333.695	186.667	231.667	214.7	166.667	218	
5	5	3	26	2	3	3	47	377	278	127	928	143	134	820	3	2	1	63	2	2	28	1035	-0.23473	-0.551535	0	-1.10919	0	0	0	175.4	123.8	86.6667	175.723	143	90.6667	581.667	
5	3	2	5	26	3	3	47	163	50	60	176	634	60	113	42	10	7	47	346	11	30	823	-1.07531	0	0	-0.539612	-1.98053	0	0	67.2	33.3333	60	78.5	83.7415	40	77.6667	
5	2	5	26	3	3	3	47	322	141	989	903	123	812	130	1	0	7	15	0	0	1	1039	-0.68486	0	1.93796	-1.09837	0	0	0	140.7	141	595	171.625	82.6667	574.333	88	
3	3	26	5	2	5	3	47	258	119	885	347	139	287	109	4	6	226	18	5	15	5	988	0	0	-1.26682	-0.22288	0	-0.690578	0	176.667	79.6667	158.428	161.7	139	125.3	74.6667	
3	26	5	3	3	5	2	44	4	50	12	2	6	12	5	4	47	10	1	4	12	5	87	0	-2.38879	-0.954263	-0.972558	0	-1.20539	0	2.66667	4.71164	5	0.8	4	4.8	5	
3	26	5	3	2	5	3	47	5	175	21	6	6	15	19	4	160	16	4	4	12	13	229	0	-2.11837	-0.940246	0	0	-0.406174	0	3.33333	21.2831	8.8	4	6	6.8	12.6667	
3	2	5	5	26	3	3	47	114	125	858	291	916	218	134	3	1	40	2	58	2	3	1030	0	0	-0.000742801	-0.687668	-1.2004	0	0	77.3333	125	411.8	127.1	167.972	149	90.6667	
2	5	3	5	26	3	3	47	33	744	16	754	836	26	60	0	117	1	4	28	2	1	987	0	-1.08819	0	-1.08222	-1.38204	0	0	33	306.3	10.6667	310.7	143.329	17.3333	40.3333	
2	3	3	3	5	26	5	47	55	104	32	63	119	539	155	19	35	8	21	38	315	58	753	0	0	0	0	-1.00166	-2.08999	-0.716837	55	71	21.3333	42.6667	49.6	67.2708	67.4	
2	3	3	5	3	26	5	47	39	77	31	109	36	395	67	20	33	16	51	13	276	28	583	0	0	0	-1.10749	0	-2.35176	-1.21512	39	51.6667	21	44.7	24	42.4062	27	
5	26	3	2	3	5	3	47	155	936	56	74	811	781	46	2	24	1	3	3	3	0	1021	-0.931889	-0.352787	0	0	0	-0.658485	0	65.3	223.643	38	74	552	342.6	31	
3	3	5	5	3	26	2	47	21	17	54	50	44	265	17	18	11	23	29	29	201	10	391	0	0	-1.14245	-1.25772	0	-2.3812	0	14	11.3333	22	20	29.3333	27.8092	17	
5	26	5	3	3	3	2	47	292	597	82	37	75	76	50	39	247	30	6	25	16	13	746	1.20067	-1.86806	-1.09115	0	0	0	0	162.2	83.2431	33.7	25	50.3333	50.6667	50	
3	5	3	2	26	5	3	47	60	176	169	82	711	244	56	10	37	25	14	335	40	9	899	0	-0.900557	0	0	-1.86423	-0.62686	0	40	74.5	115.333	82	99.3754	107.5	37.6667	
5	26	3	3	2	3	5	47	831	970	71	824	90	85	835	1	20	1	3	3	0	4	1030	-0.686005	-1.37499	0	0	0	0	2.10846	363.1	166.788	47.6667	564.667	90	57.3333	511.3	
3	2	26	3	5	5	3	47	68	91	971	134	821	196	86	1	4	98	3	14	8	3	1014	0	0	0.544266	0	-0.500291	-0.557706	0	45.6667	91	289.092	91	368.3	87.2	58.3333	
3	5	5	2	26	3	3	47	86	804	171	72	956	146	79	3	7	6	3	93	6	4	997	0	-0.493818	-0.750338	0	-0.878327	0	0	57.3333	361	74	72	195.495	98.6667	52.6667	
3	3	2	26	3	5	5	47	30	12	8	201	20	54	47	15	9	7	163	11	39	32	320	0	0	0	-2.50287	0	-1.14245	-1.2566	20	8	8	19.3815	13.3333	22	18.8	
3	26	5	2	5	3	3	47	82	762	823	96	804	80	176	2	78	11	3	15	2	8	1020	0	-1.74354	-0.308583	0	-0.622623	0	0	55.3333	112.557	379.1	96	354.5	53.3333	121	
26	5	3	5	3	2	3	47	767	221	104	261	87	100	198	295	25	13	21	13	13	22	935	-1.67494	-0.85443	0	-0.583705	0	0	0	116.748	94.2	69.6667	115.7	58.6667	100	133.333	
3	26	3	5	5	3	2	47	238	905	142	356	347	116	132	10	206	3	14	19	8	5	1005	0	-1.25246	0	-0.294146	-0.672308	0	0	163.333	162.865	96.6667	164.3	151.9	78.3333	132	
5	3	3	5	26	2	3	47	100	35	69	57	348	30	28	53	19	34	26	259	20	11	536	-1.09246	0	0	-1.12174	-2.40458	0	0	41.1	23.3333	46	23.3	36.1046	30	18.6667	
3	3	26	3	5	2	5	47	78	132	646	59	227	51	159	15	22	298	17	52	9	42	839	0	0	-2.03222	0	-0.830517	0	-0.910547	52.3333	89	83.1415	39.6667	97.1	51	67.2	
3	26	2	3	3	5	5	47	824	1007	119	96	108	310	836	2	60	2	0	1	5	4	1032	0	-0.19583	0	0	0	-0.482417	-0.192107	577.333	250.969	119	65	72.3333	139.4	391.2	
2	5	3	5	3	3	26	47	64	795	37	791	48	95	525	2	60	1	67	3	5	30	1021	0	-0.803615	0	-0.962362	0	0	-2.13365	64	341.5	24.6667	331.9	32.3333	64.3333	64.0092	
5	2	26	3	3	3	5	47	853	130	1032	118	129	257	323	1	1	69	0	0	1	1	1040	-0.0399726	0	0.507701	0	0	0	-0.612795	407.3	130	304.775	79.6667	87	177.667	142.6	
2	3	3	3	5	5	26	47	68	69	76	809	763	775	948	3	1	0	3	4	3	26	1027	0	0	0	0	1.95562	-0.674268	-0.963105	68	46	51.3333	553.667	459.9	339.2	188.591	
5	2	26	5	3	3	3	47	168	85	679	189	145	77	77	32	17	321	38	27	16	8	876	-0.769351	0	-1.99381	-0.615267	0	0	0	72.5	85	89.1169	83.4	99	51.3333	52	
3	5	3	3	5	2	26	42	5	34	1	2	39	4	60	4	8	1	2	14	4	56	116	0	-1.24951	-0.816497	-0.972558	-1.25278	0	-2.48413	3.33333	13.6	0.4	0.8	15.6	4	5.34392	
5	2	3	26	5	3	3	47	242	133	126	929	653	571	111	3	4	6	154	10	9	6	997	-0.798901	0	0	-0.702891	1.37725	0	0	104	133	84.6667	200.652	369.9	399.667	75.3333	
3	2	5	5	26	3	3	47	168	73	224	209	1017	40	57	0	2	4	1	438	0	2	1026	0	0	-0.753612	-0.153595	3.44223	0	0	113	73	96.9	98.3	495.911	27	38	
3	3	2	5	26	3	5	47	26	17	42	124	1035	804	117	0	0	1	0	170	0	0	1036	0	0	0	-0.833644	2.42408	0	-0.847996	17.3333	11.3333	42	53	435.628	540	49.9	
3	5	2	3	5	3	26	47	49	275	112	57	271	196	1033	0	2	0	0	0	1	393	1037	0	-0.16194	0	0	-0.726547	0	3.93741	32.6667	129.2	112	39.3333	117.7	134	537.222	
5	3	3	26	3	5	2	47	163	134	36	1031	47	838	84	1	0	0	122	1	1	1	1035	-0.442202	0	0	4.09548	0	2.02791	0	73.7	90	24.3333	546.862	31.3333	508.9	84	
26	3	2	5	5	3	3	47	1033	30	64	149	817	23	724	44	0	0	2	0	0	1	1036	3.41561	0	0	-0.268403	1.98209	0	0	501.902	20.6667	64	69	493.8	15.3333	493.333	
26	5	2	5	3	3	3	47	1041	259	133	843	46	52	797	99	0	0	0	0	0	0	1041	5.02433	-0.320501	0	1.97809	0	0	0	615.517	119.1	133	509.3	30.6667	34.6667	546	
2	5	3	5	3	3	26	47	98	295	43	212	814	54	982	3	8	2	1	5	2	89	1016	0	-0.620128	0	-0.131938	0	0	2.79923	98	130.1	28.6667	100	562.333	36	437.483	
3	3	5	2	26	3	5	47	616	41	187	72	1014	51	254	0	0	2	1	229	1	5	1030	0	0	0.0883463	0	3.06358	0	-0.909009	423.667	27.6667	90.8	72	469.289	34	107.4	
3	3	5	5	3	2	26	47	22	17	89	782	767	48	1026	0	0	2	1	1	0	183	1032	0	0	-0.305713	1.92404	0	0	3.84266	14.6667	11.3333	41	469.8	518.667	48	527.215	
5	3	3	2	3	5	26	47	62	507	13	32	9	521	872	15	7	1	5	1	9	313	910	-0.269518	0	0	0	0	-1.10279	3.06885	28.7	342.667	8.66667	32	6.33333	214	403.942	
5	5	3	26	3	3	2	47	30	47	37	493	7	6	15	10	19	12	437	3	3	9	557	-0.415378	-0.755294	0	0.769467	0	0	0	13.6	20.3	24.6667	154.117	4.66667	4	15	
3	26	3	3	2	5	5	47	14	945	53	10	18	54	46	1	783	2	1	0	2	2	954	0	1.25354	0	0	0	-0.909296	-0.573478	9.33333	325.283	35.3333	6.66667	18	22.8	20.4	
3	5	3	2	26	3	5	47	33	116	16	37	994	792	138	2	3	1	2	140	4	5	1011	0	-0.748696	0	0	3.43212	0	-0.429933	22	50.2	10.6667	37	484.049	534.333	62.5	
26	3	3	3	2	5	5	42	772	1	652	1	6	13	12	116	0	1	0	1	3	4	781	2.02505	-0.816497	0	-0.816497	0	-0.97762	-1.20539	304.831	0.4	434.667	0.4	6	5.4	4.8	
3	3	26	3	5	5	2	47	194	48	1027	57	212	262	100	0	0	400	1	2	1	1	1036	0	0	3.81446	0	-0.244385	-0.367827	0	131.333	32.3333	525.831	39	98.5	119.7	100	
5	2	3	3	26	3	5	47	68	25	12	45	886	15	62	8	1	1	5	713	3	7	915	-0.891112	0	0	0	3.21633	0	-0.116961	28.8	25	8	30.3333	418.985	10	29.3	
5	26	3	3	3	5	2	47	850	1038	52	47	823	262	93	0	95	0	0	0	1	0	1040	-0.238057	2.83987	0	0	0	-0.647036	0	395.3	465.169	34.6667	31.3333	567.333	115.1	93	
5	3	5	26	2	3	3	47	129	27	106	1029	44	21	813	1	1	1	163	0	0	0	1033	-0.690873	0	-0.774026	3.40976	0	0	0	56.3	18	45.7	499.566	44	14	554.333	
3	26	5	3	5	2	3	47	90	1031	149	31	809	53	26	0	157	2	0	1	0	0	1034	0	4.02889	-0.311007	0	-0.841318	0	0	60.3333	542.363	68.6	20.6667	345.6	53	17.6667	
5	3	5	26	3	2	3	47	136	777	791	997	21	45	33	4	2	5	158	1	3	0	1017	-0.335914	0	-0.75289	3.78145	0	0	0	62.4	533	342.3	508.332	14	45	22	
3	3	2	5	5	26	3	47	5	709	9	710	715	789	6	0	3	0	7	8	76	3	814	0	0	0	-1.17346	-1.13852	-1.00429	0	3.33333	475.333	9	288.5	292.1	154.803	4	
5	2	5	3	3	3	26	47	54	14	691	11	11	628	1020	1	0	0	0	1	1	137	1023	-0.559567	0	-1.05769	0	0	0	3.64903	24	14	285.8	7.33333	7.33333	420.333	511.194	
2	5	26	3	5	3	3	47	94	224	1032	49	207	821	40	0	1	118	0	1	2	0	1036	0	-0.455573	4.27943	0	-0.680175	0	0	94	101.1	559.831	32.6667	90.5	565	26.6667	
5	3	3	3	26	5	2	47	135	34	772	30	993	145	74	3	2	0	1	162	7	2	1012	-1.02222	0	0	0	3.62707	-0.350186	0	56.1	22.6667	524.667	20	496.249	66.4	74	
2	3	3	3	26	5	5	47	29	778	15	12	959	786	67	1	5	0	1	142	5	4	976	0	0	0	0	3.47372	-0.956316	-0.838335	29	524.667	10	8	469.64	330.1	28.6	
3	5	3	2	5	26	3	47	13	86	16	41	80	989	65	1	5	0	1	5	752	0	1002	0	-0.584768	0	0	-0.138291	2.82038	0	8.66667	38.1	10.6667	41	37.7	441.969	43.3333	
2	26	5	3	3	3	5	47	53	1006	122	31	94	27	151	0	645	2	0	1	0	3	1016	0	3.6176	-1.04734	0	0	0	-0.607508	53	502.114	50.5	20.6667	63	18	66.7	
26	2	3	3	5	5	3	47	907	12	21	5	40	26	5	821	2	1	2	1	3	1	918	3.28188	0	0	0	-0.313334	-0.883563	0	432.8	12	14	3.33333	18.4	11	3.33333	
3	5	26	5	3	3	2	47	57	845	1037	287	44	827	87	0	0	99	2	0	0	0	1039	0	-0.19044	4.33837	0.096437	0	0	0	38.3333	395.5	566.545	139.5	29.6667	576.333	87	
2	3	5	3	5	26	3	46	24	564	573	2	590	889	10	4	2	1	0	7	134	4	907	0	0	1.90561	0	-1.14998	2.75563	0	24	376.333	343.6	1.33333	240.6	393.554	6.66667	
26	2	5	3	3	3	5	47	1041	788	1037	768	778	976	961	0	0	0	0	0	0	0	1041	6.1967	0	4.40628	0	0	0	2.46927	695.486	788	784.5	515.333	521.333	780.333	610.2	
5	2	5	3	3	26	3	41	5	477	789	2	499	949	0	1	16	10	1	0	85	0	983	-1.12397	0	1.93	-0.972558	0	2.50067	0	2	477	474.3	0.8	337	392.743	0	
3	26	5	3	2	5	3	47	69	1041	992	776	751	1038	991	0	0	0	0	0	0	0	1041	0	7.15766	2.56115	0	0	4.18742	0	46.3333	761.034	635.6	522.333	751	771	788	
5	26	3	5	2	3	3	47	1037	1041	30	1038	769	975	32	0	0	0	0	0	0	0	1041	4.3571	6.32486	0	4.31023	0	0	0	781.3	704.228	20	779	769	774	21.3333	
26	5	3	3	5	2	3	47	1041	599	968	11	1034	778	13	0	0	0	0	0	0	0	1041	5.55034	-0.784931	0	0	4.09911	0	0	651.397	258	773.667	7.33333	762.3	778	8.66667	
2	5	5	3	3	26	3	47	745	975	1034	40	40	1041	965	0	0	0	0	0	0	0	1041	0	2.65578	4.28713	0	0	6.84135	0	745	630.5	774.5	26.6667	26.6667	739.458	766.667	
3	5	26	3	5	2	3	47	16	1012	1041	8	1027	789	819	0	0	1	0	0	0	0	1041	0	2.82391	6.27154	0	3.74316	0	0	10.6667	665.1	700.591	5.33333	734.2	789	569	
26	3	2	5	5	3	3	47	1041	969	802	1036	1036	802	97	0	0	0	0	0	0	0	1041	6.9133	0	0	4.30716	4.2964	0	0	744.366	772.667	802	777.3	776.6	544	65.3333	
3	26	3	5	3	5	2	47	23	1041	973	789	20	1025	793	0	0	0	0	0	0	0	1041	0	6.38391	0	1.91587	0	3.64878	0	15.3333	708.255	781.333	473.6	13.3333	726.7	793	
3	2	5	3	3	5	26	47	894	766	926	779	773	1033	1041	0	0	0	0	0	0	0	1041	0	0	1.41479	0	0	4.22927	6.29743	666.667	766	526.7	521.333	518.667	770	702.357	
3	2	26	5	3	3	5	47	14	14	1041	1025	14	971	1037	0	0	0	0	0	0	0	1041	0	0	5.81157	3.2539	0	0	4.20497	9.33333	14	669.215	701.3	9.33333	772.333	771.4	
26	3	2	3	3	5	5	47	1041	60	66	107	975	1031	987	0	0	0	0	0	0	0	1041	6.7971	0	0	0	0	4.25694	2.69843	736.44	40	66	73	784	770.3	640.9	
2	3	5	3	5	26	3	47	788	804	1023	970	1034	1041	808	0	0	0	0	0	0	0	1041	0	0	3.34842	0	4.21316	7.00956	0	788	541	706	779.667	769.7	750.932	541	
26	3	2	3	5	3	5	47	1041	15	769	286	891	959	1019	0	0	0	0	0	0	0	1041	5.74571	0	0	0	2.35731	0	3.13199	664.723	10	769	191.333	559.5	754	689.4	
3	5	3	5	2	3	26	47	774	1039	976	1010	786	769	1041	0	0	0	0	0	0	0	1041	0	4.22817	0	3.23277	0	0	6.92733	523.667	774.4	781.333	689.7	786	518.333	745.323	
5	3	3	26	3	5	2	47	1013	138	965	1041	72	1033	75	0	0	0	0	0	0	0	1041	2.77268	0	0	6.50764	0	4.0349	0	662.5	92.6667	774	716.695	48.3333	757.4	75	
3	5	5	3	26	2	3	46	3	750	911	819	1021	577	2	0	0	1	3	22	0	0	1026	0	1.77792	1.12149	0	2.48627	0	0	2	443.7	501.4	609.667	433.902	577	1.33333	
3	3	5	5	26	2	3	47	776	972	990	1036	1041	789	803	0	0	0	0	0	0	0	1041	0	0	2.64615	4.34562	5.55778	0	0	522.333	786.667	639.6	779.8	651.905	789	547	
5	26	3	3	5	2	3	47	967	1041	58	768	1035	780	942	0	0	0	0	0	0	0	1041	1.47712	7.05061	0	0	4.02002	0	0	553.8	753.732	39	519.667	757.9	780	739	
5	3	26	2	3	5	3	47	1026	976	1041	64	51	1040	56	0	0	0	0	0	0	0	1041	3.50576	0	6.70301	0	0	4.18305	0	718.2	781.667	730.022	64	34	772.2	37.3333	
26	3	2	5	3	5	3	47	1041	75	765	1036	59	1023	976	0	0	0	0	0	0	0	1041	6.60165	0	0	4.38253	0	3.37646	0	723.108	50	765	782.2	39.6667	707.8	789.667	
5	2	3	3	5	3	26	47	1029	772	974	35	1031	779	1041	0	0	0	0	0	0	0	1041	3.82788	0	0	0	4.13484	0	6.64766	741.1	772	776.333	23.6667	762.4	523.667	726.246	
3	2	3	5	3	5	26	40	2	0	3	586	452	887	942	0	0	0	11	2	11	31	969	-0.972558	0	0	0.275051	0	2.32159	2.76233	0.8	0	2	291.4	302	555	387.95	
3	5	5	26	3	3	2	47	24	1030	987	1041	973	35	34	0	0	0	0	0	0	0	1041	0	3.99311	1.6135	6.6523	0	0	0	16	752.5	573.7	726.563	778.667	23.3333	34	
5	26	3	2	3	3	5	47	1031	1041	977	49	779	39	820	0	0	0	0	0	0	0	1041	3.61705	6.4803	0	0	0	0	-0.559579	728.9	714.831	782.333	49	522.333	26.3333	364.8	
5	5	3	3	3	2	26	47	1036	1021	970	30	65	44	1041	0	0	0	0	0	0	0	1041	4.34254	3.41522	0	0	0	0	6.44426	779.6	708.9	779.667	20	43.3333	44	712.372	
26	5	5	3	3	3	2	47	1041	1033	1033	971	15	11	790	0	0	0	0	0	0	0	1041	6.72542	4.23389	4.35422	0	0	0	0	731.551	770.3	778.1	774.333	10	7.33333	790	
3	2	3	3	5	26	5	47	784	792	783	968	1017	1041	1035	0	0	0	0	0	0	0	1041	0	0	0	0	3.31301	6.63976	4.19092	526.333	792	526	775.333	699.6	725.708	769	
3	3	3	2	5	26	5	47	239	9	831	436	1025	1041	925	0	0	0	0	0	0	0	1041	0	0	0	0	3.44046	3.03169	2.42714	159.333	6	587	436	713.3	479.597	584.9	
26	3	2	5	5	3	3	47	1041	976	33	1029	1031	34	33	0	0	0	0	0	0	0	1041	6.66381	0	0	3.24405	3.78707	0	0	727.348	778.333	33	703.4	739.9	22.6667	22.3333	
2	3	3	26	5	3	5	47	231	990	290	1041	887	286	900	0	0	0	0	0	0	0	1041	0	0	0	3.99264	0.487526	0	2.29268	231	794	200	545.145	452.9	197	561.5	
3	3	5	2	5	3	26	47	162	197	863	156	363	233	1040	0	0	0	0	0	0	51	1041	0	0	2.18522	0	-0.431412	0	4.39838	112	134.333	532.6	156	164.4	160	572.271	
2	3	26	3	5	5	3	47	262	844	1026	305	886	546	295	0	1	6	0	0	0	0	1041	0	0	1.30018	0	0.586626	0.0530848	0	262	605.667	356.283	210.667	457.9	263.9	205	
26	3	5	3	5	3	2	47	1034	153	845	434	860	170	144	44	0	1	0	1	0	0	1039	3.92184	0	-0.294145	0	2.08057	0	0	536.686	104.333	390	302	525.1	116.333	144	
26	5	3	3	5	2	3	47	1017	872	239	833	477	221	217	36	0	0	0	2	0	0	1040	3.24651	0.124981	0	0	0.00467324	0	0	482.868	425.4	161.333	589.333	229.1	221	147.333	
5	5	2	3	3	26	3	47	234	810	87	883	134	993	137	6	4	2	2	2	42	2	1018	-0.837	-0.456332	0	0	0	1.55155	0	100	365.6	87	648	90	361.188	93	
5	5	2	26	3	3	3	47	50	301	24	498	25	34	25	22	26	9	189	12	16	12	604	-1.06906	1.57076	0	-1.03557	0	0	0	20.6	174.2	24	96.6246	17	22.6667	16.6667	
26	3	3	5	3	5	2	47	1010	329	837	524	281	898	234	19	0	1	1	1	0	0	1041	-0.321586	0	0	-0.103935	0	2.29707	0	243.394	230	606.667	248.1	196.333	560.5	234	
3	3	3	26	2	5	5	47	258	268	338	1004	220	480	480	0	0	0	92	2	1	4	1037	0	0	0	-0.390894	0	-0.129371	-0.298548	177.667	185	236.333	237.388	220	226.5	221.4	
2	3	5	26	3	5	3	47	207	289	871	1018	226	423	225	0	1	3	32	0	1	0	1040	0	0	0.192443	2.20232	0	-0.385376	0	207	198.333	428.6	413.686	152.667	192.8	154.333	
3	5	3	5	2	26	3	47	32	59	22	555	22	713	36	9	16	5	18	7	160	13	792	0	-1.1803	0	-1.05024	0	-1.51623	0	21.3333	23.9	14.6667	229.8	22	115.932	24	
3	26	3	2	5	5	3	47	265	961	817	205	877	416	251	1	35	3	0	1	0	0	1040	0	-0.828229	0	0	2.17726	-0.458434	0	183	199.674	578.667	205	540.8	187.7	171.667	
3	3	5	5	2	3	26	47	219	813	975	393	174	208	1009	0	1	1	0	0	0	2	1041	0	0	1.93177	-0.637502	0	0	-0.553645	150.667	569.333	586.2	172.9	174	143	227.809	
5	26	3	3	5	3	2	47	225	966	99	96	837	174	103	7	83	1	6	9	4	6	1023	-0.791249	-1.52697	0	0	-0.480837	0	0	96.8	156.477	67	64.3333	376.5	118	103	
3	5	3	2	26	5	3	47	226	381	202	158	1015	342	195	2	5	2	0	194	2	1	1041	0	-0.617438	0	0	0.489715	-0.630935	0	155	168.1	140.333	158	298.56	150.6	131.333	
5	2	3	3	5	26	3	47	959	56	574	74	154	958	85	35	1	2	1	3	13	2	1029	2.58341	0	0	0	-1.11519	-0.711067	0	615.8	56	388.333	49.3333	63.1	206.406	57	
5	3	3	5	26	2	3	47	877	225	248	410	1037	183	834	1	0	0	0	33	0	0	1041	2.28445	0	0	-0.147537	3.21931	0	0	546.7	157	170.333	193	490.505	183	588	
26	3	3	5	2	5	3	47	1035	237	991	428	199	879	262	6	1	1	0	0	0	0	1040	3.53845	0	0	-0.332528	0	0.396613	0	511.203	162.333	794.333	196.5	199	443.8	181.333	
5	3	3	5	26	2	3	47	879	217	237	893	959	170	820	0	0	0	7	10	0	0	1041	2.18753	0	0	2.00838	-0.94787	0	0	542.6	147	160.333	541.2	191.738	170	580.333	
26	3	5	3	3	2	5	47	1031	275	479	275	814	230	994	6	0	0	0	1	0	2	1041	1.05183	0	-0.220056	0	0	0	2.92054	341.24	189.667	223.3	192	578.333	230	659.3	
3	5	5	2	26	3	3	47	218	401	877	186	1041	241	855	0	0	0	0	11	0	0	1041	0	-0.356465	2.23176	0	1.8493	0	0	149	183.5	543.8	186	398.945	166	602.667	
3	5	5	26	3	3	2	47	196	421	877	1013	285	193	202	3	0	3	30	1	0	0	1036	0	-0.422748	1.98468	-0.398207	0	0	0	134.667	190.9	530.2	239.031	194.333	132.333	202	
26	5	2	5	3	3	3	47	1037	529	237	497	284	290	846	20	0	0	0	0	0	0	1041	3.01948	-0.15112	0	-0.0403691	0	0	0	476.926	248.9	237	237.3	195.667	200.667	602.333	
3	5	26	3	2	5	3	47	13	30	434	26	15	370	365	5	16	71	11	9	14	35	531	0	-1.24614	-1.02977	0	0	1.77221	0	8.66667	12	84.3508	17.3333	15	218.8	244	
3	3	5	2	3	26	5	47	199	220	384	154	825	955	849	2	0	2	0	0	34	2	1038	0	0	-0.510658	0	0	-1.15001	-0.137372	137	150.333	172	154	579.333	178.286	400.2	
26	3	5	3	2	3	5	47	1025	100	851	804	120	153	265	79	0	2	0	2	1	1	1037	3.56755	0	1.95127	0	0	0	-0.864177	508.225	68	512.7	553	120	103.667	112.8	
26	3	3	5	3	2	5	47	1032	325	324	556	976	268	908	5	0	0	1	0	0	0	1041	0.630781	0	0	-0.151238	0	0	0.660867	313.098	225	226.333	261.6	788	268	473.5	
26	3	5	5	2	3	3	47	1028	155	330	842	129	816	178	58	0	2	0	0	0	0	1036	0.735488	0	-0.761835	-0.158193	0	0	0	318.938	106	142.6	395.8	129	565.333	122.333	
5	5	3	2	3	26	3	47	520	549	854	258	307	1033	308	1	0	0	0	0	20	0	1039	-0.12862	0.0777423	0	0	0	0.986095	0	245.4	266.2	620	258	210.667	337.452	210	
