K_1	K_2	K_3	K_4	K_5	K_6	K_7	tot_K	S_1	S_2	S_3	S_4	S_5	S_6	S_7	prS_1	prS_2	prS_3	prS_4	prS_5	prS_6	prS_7	tot_S	D_1	D_2	D_3	D_4	D_5	D_6	D_7	Pi_1	Pi_2	Pi_3	Pi_4	Pi_5	Pi_6	Pi_7	
3	26	2	5	3	5	3	6	0	12	0	0	0	1	0	0	12	0	0	0	1	0	13	0	-1.92027	0	0	0	-1.16387	0	0	0.270165	0	0	0	0.117647	0	
3	3	3	5	5	2	26	10	0	0	0	0	26	1	31	0	0	0	0	1	1	6	33	0	0	0	0	2.36817	0	0.0791339	0	0	0	0	14.1111	1	5.47263	
3	2	26	5	3	3	5	4	0	0	4	0	0	0	0	0	0	4	0	0	0	0	4	0	0	-1.47863	0	0	0	0	0	0	0.040616	0	0	0	0	
26	3	3	2	5	3	5	14	76	1	0	0	1	0	2	75	1	0	0	1	0	1	79	-2.74592	-0.816497	0	0	-1.16387	0	-1.42961	0.990217	0.4	0	0	0.117647	0	0.363636	
2	26	5	3	5	3	3	24	0	74	4	0	2	104	1	0	49	4	0	1	78	1	159	0	-0.219215	-1.43414	0	-1.42961	-1.26697	-0.816497	0	13.4971	1.14286	0	0.363636	41.6	0.4	
3	5	26	2	3	5	3	22	0	1	103	49	1	80	0	0	1	24	5	1	9	0	119	0	-1.16387	-0.263426	0	-0.816497	-1.17845	0	0	0.117647	19.8547	49	0.4	26.0476	0	
2	3	3	26	5	3	5	36	0	2	323	385	337	1	311	0	2	3	32	10	0	7	407	0	0	0	1.34498	-0.909418	-0.816497	-2.20007	0	1.33333	216.333	127.282	142.5	0.4	57.9273	
3	3	5	5	2	3	26	29	0	116	155	112	0	1	217	0	5	0	0	0	1	51	225	0	0	-0.286735	2.63631	0	-0.816497	0.87639	0	77.6667	71.6	62.2222	0	0.4	62.3949	
26	2	5	3	3	5	3	9	13	0	5	5	0	5	0	6	0	0	0	0	0	0	13	-0.02988	0	1.54106	0	0	-1.79107	0	2.42105	0	2.30769	3.33333	0	0.909091	0	
3	5	5	3	2	26	3	15	4	0	6	0	0	51	0	0	0	0	0	0	45	0	51	0	0	-1.52412	0	0	-1.2189	0	2.66667	0	1.71429	0	0	6.79953	0	
3	3	3	2	5	26	5	27	0	3	117	2	106	171	22	0	3	9	2	0	54	5	191	0	0	0	0	1.96982	0.261339	-1.1534	0	2	78.3333	2	48.9231	37.3506	7.14286	
5	5	3	2	3	26	3	32	190	186	0	3	2	255	186	1	4	0	2	1	58	15	279	-1.67061	-0.277279	0	0	0	2.42844	0	55.4762	59.8545	0	3	1.33333	98.1405	124.667	
5	3	5	26	2	3	3	24	33	1	21	72	0	24	0	2	1	0	32	0	1	0	76	-0.586529	-0.816497	0.599921	-1.50569	0	0	0	14.6	0.4	8.66667	8.58329	0	16	0	
3	5	3	3	26	2	5	20	0	2	54	0	70	5	3	0	0	5	0	15	1	0	76	0	-1.50358	0	0	2.61296	0	-1.59996	0	0.235294	36	0	26.0401	5	0.545455	
3	2	3	5	26	3	5	32	1	1	1	62	288	108	109	1	1	1	2	147	2	0	309	-0.816497	0	-0.816497	-0.447502	0.115098	0	0.824073	0.4	1	0.4	28	64.7117	73.3333	50.7619	
5	3	5	3	26	2	3	36	95	2	103	58	179	2	0	5	2	40	9	60	2	0	249	0.783013	0	-1.02089	0	-0.734647	0	0	50.3	1.33333	42.8	38.6667	33.7436	2	0	
3	26	2	5	3	3	5	34	1	147	0	81	62	1	117	1	23	0	12	3	1	11	176	-0.816497	0.265064	0	-0.464436	0	-0.816497	-0.333238	0.4	35.2416	0	36.5	41.3333	0.4	53.7	
26	3	2	3	5	5	3	36	284	1	0	0	36	207	177	79	0	0	0	9	7	1	302	-0.527889	-0.816497	0	0	-0.382226	-0.403806	0	63.1693	0.4	0	0	16.4	94.1	119	
5	2	26	3	3	5	3	34	78	0	158	2	0	51	60	7	0	58	2	0	9	5	186	-0.656355	0	0.270373	0	0	-1.29849	0	34.2	0	39.8603	1.33333	0	16.1429	40.3333	
5	3	5	3	2	3	26	36	206	1	104	0	1	76	265	4	0	1	0	1	9	44	286	-0.523013	-0.816497	-0.338061	0	0	0	0.074487	92.1	0.4	47.7	0	1	50.6667	63.5462	
5	26	3	5	3	3	2	36	130	168	0	98	0	70	2	5	46	0	5	0	2	1	204	-0.292778	-0.745836	0	1.12429	0	0	0	60	33.5766	0	54	0	47	2	
3	5	2	5	3	3	26	35	0	58	0	52	1	42	107	0	7	0	6	1	4	50	125	0	-0.74801	0	0.798598	-0.816497	0	-0.478857	0	20.619	0	27.6	0.4	28	22.4841	
3	2	5	3	26	5	3	29	0	0	45	33	85	21	0	0	0	10	5	33	8	0	109	0	0	-1.25577	0	-0.683761	-0.940246	0	0	0	18	22	15.3069	8.8	0	
26	3	3	3	5	5	2	31	109	0	0	29	62	38	0	39	0	0	2	1	7	0	121	0.121442	0	0	0	-0.549207	-0.428381	0	25.8975	0	0	19.3333	27.6	17.2	0	
3	3	2	5	3	26	5	30	1	1	0	71	13	103	66	1	1	0	6	2	36	5	119	-0.816497	-0.816497	0	1.09397	0	1.39148	1.31938	0.4	0.4	0	39	8.66667	31.5276	37.2	
3	5	3	2	5	26	3	11	0	0	1	0	1	16	1	0	0	1	0	1	16	1	19	0	0	-0.816497	0	-1.16387	1.81973	-0.816497	0	0	0.4	0	0.117647	4.7177	0.4	
5	3	3	3	26	2	5	18	0	47	1	1	61	1	2	0	7	1	1	21	1	2	73	0	0	-0.816497	-0.816497	0.787348	0	-1.50358	0	31.3333	0.4	0.4	13.3366	1	0.235294	
3	3	5	26	3	2	5	17	9	1	14	31	1	1	8	2	1	1	15	1	1	1	40	0	-0.816497	-2.30201	-0.227864	-0.816497	0	1.80044	6	0.4	1.64706	4.94817	0.4	1	4.11111	
3	26	5	2	3	3	5	8	0	13	7	0	2	1	0	0	11	7	0	0	1	0	21	0	-1.41977	1.69734	0	-0.972558	-0.816497	0	0	0.861285	3.55556	0	0.8	0.4	0	
5	5	26	3	3	3	2	13	24	1	26	1	1	18	0	1	1	4	0	1	1	0	31	0.172926	-1.16387	-0.95754	-0.816497	-0.816497	0	0	10.0952	0.117647	2.85314	0.4	0.4	12	0	
5	5	3	3	26	3	2	12	1	9	0	1	102	2	0	1	4	0	1	97	2	0	110	-1.16387	-2.17089	0	-0.816497	3.41219	0	0	0.117647	1.05882	0	0.4	35.6553	1.33333	0	
26	5	3	3	3	2	5	15	75	1	0	2	1	0	2	75	1	0	2	1	0	2	81	-1.09736	-1.16387	0	0	-0.816497	0	-1.42961	8.06222	0.117647	0	1.33333	0.4	0	0.363636	
3	2	5	3	5	3	26	19	26	0	31	2	3	1	47	1	0	6	2	0	1	22	57	0	0	1.36774	-0.972558	-1.70573	-0.816497	-0.25821	17.3333	0	17.6	0.8	0.352941	0.4	8.12032	
26	2	5	3	3	3	5	17	228	0	0	0	6	0	1	224	0	0	0	2	0	1	231	3.07274	0	0	0	0	0	-1.16387	79.7938	0	0	0	4	0	0.117647	
26	5	5	3	3	2	3	17	31	23	14	0	3	0	1	15	9	1	0	3	0	1	45	1.098	-0.663206	-1.19248	0	0	0	-0.816497	7.23846	8.28571	4.47619	0	2	0	0.4	
3	5	26	3	5	3	2	25	0	113	141	113	1	1	1	0	3	30	1	1	1	1	150	0	-1.73005	2.42604	0	-1.16387	-0.816497	0	0	32.4762	52.7722	75.3333	0.117647	0.4	1	
5	5	3	3	3	2	26	27	2	22	9	1	1	0	39	2	7	1	1	1	0	24	51	-1.42961	-0.533675	0	-0.816497	-0.816497	0	-1.2132	0.363636	9.8	6	0.4	0.4	0	4.92174	
3	3	2	5	26	3	5	17	12	0	0	16	44	1	15	0	0	0	2	21	1	0	47	-1.20539	0	0	0.305468	-0.588681	-0.816497	-2.3194	4.8	0	0	8	6.6916	0.4	1.76471	
2	5	3	26	3	5	3	15	0	6	2	30	0	6	5	0	1	0	21	0	1	1	33	0	1.56594	0	-1.66273	0	0.649164	0	0	3	1.33333	2.35468	0	2.7619	3.33333	
5	3	3	3	2	26	5	20	2	1	0	2	0	52	33	1	1	0	2	0	19	0	56	-1.50358	-0.816497	0	0	0	0.515246	-0.553297	0.235294	0.4	0	1.33333	0	12.2138	9.92727	
5	3	2	3	3	26	5	16	0	0	0	0	1	75	2	0	0	0	0	1	75	2	78	0	0	0	0	-0.816497	1.0209	-1.50358	0	0	0	0	0.4	19.5352	0.235294	
3	2	5	5	3	26	3	8	0	0	1	0	0	9	6	0	0	1	0	0	4	1	11	0	0	-1.16387	0	0	-1.30299	-1.14554	0	0	0.117647	0	0	0.620777	2.4	
2	3	3	5	5	26	3	16	0	0	19	16	1	33	0	0	0	1	1	1	13	0	36	0	0	0	-1.84622	-1.16387	0.613698	0	0	0	12.6667	3.2	0.117647	7.57017	0	
5	26	3	5	3	3	2	21	1	79	18	4	0	0	1	1	62	2	0	0	0	1	83	-1.16387	-1.30019	0	-1.84308	0	0	0	0.117647	9.48798	12	0.470588	0	0	1	
5	5	26	3	2	3	3	9	0	49	56	49	2	1	0	0	0	7	0	2	1	0	59	0	1.93482	4.09993	-1.25736	0	-0.816497	0	0	22.6154	21.9199	19.6	2	0.4	0	
2	5	3	26	3	3	5	34	1	157	0	231	90	1	186	1	9	0	29	8	1	5	255	0	-0.501489	0	0.605916	0	-0.816497	-0.46801	1	70.4	0	63.8706	61	0.4	83.8	
5	3	5	3	3	2	26	33	240	95	111	0	0	1	334	3	3	7	0	0	1	83	348	-0.112616	0	1.24468	0	0	0	1.37426	113.5	63.6667	62	0	0	1	109.759	
2	3	3	5	5	3	26	41	2	103	2	120	147	2	214	2	4	0	11	8	1	49	240	0	0	0	-0.620852	0.360558	-0.972558	0.0892855	2	68.6667	1.33333	52.9	73.9	0.8	54.375	
5	3	5	3	26	2	3	25	19	0	57	44	74	0	0	3	0	2	2	18	0	0	82	-0.373368	0	-1.01123	0	0.717411	0	0	7.2381	0	23.7	29.3333	18.7226	0	0	
2	26	3	5	5	3	3	12	0	15	0	13	7	4	0	0	5	0	3	1	0	0	19	0	-1.52192	0	-1.21039	1.63936	-1.0938	0	0	1.03066	0	5.2	3.23077	1.6	0	
2	3	3	5	5	26	3	35	2	1	1	49	26	88	22	2	1	1	2	2	40	2	103	0	-0.816497	-0.816497	-0.295095	0.334795	-0.513003	0	2	0.4	0.4	22.6	11.2381	18.281	14.6667	
26	5	3	2	3	3	5	37	282	221	0	2	3	52	78	37	2	0	1	2	0	6	293	1.96879	1.19534	0	0	-1.04849	0	0.538859	105.857	122.7	0	2	1.2	34.6667	40.1	
3	2	5	26	3	3	5	16	18	0	30	33	0	0	23	0	0	4	7	0	0	0	38	-1.22752	0	0.934601	1.40687	0	0	1.51473	7.2	0	16.2	9.41806	0	0	11.9048	
5	3	3	3	5	26	2	34	46	0	2	22	68	103	0	12	0	2	3	7	51	0	137	-0.266258	0	0	0	-1.12317	-0.224706	0	21.3	0	1.33333	14.6667	27.8	22.2072	0	
5	3	2	3	5	26	3	31	155	1	0	20	162	198	0	3	0	0	3	4	29	0	209	-1.06502	-0.816497	0	0	1.37592	0.720308	0	64	0.4	0	13.3333	91.8	56.8778	0	
26	2	3	5	3	3	5	33	131	57	0	74	67	0	75	32	1	0	1	2	0	4	141	0.206315	0	0	-0.964678	0	0	-0.926664	33.3333	57	0	31	44.6667	0	31.6	
3	2	5	26	5	3	3	30	1	0	73	124	82	0	60	1	0	3	40	5	0	2	138	-0.816497	0	-0.960459	-0.0673661	-0.474244	0	0	0.4	0	30.6	29.3635	36.9	0	40	
3	5	3	26	3	5	2	36	1	150	1	241	137	141	0	1	1	1	50	2	4	0	250	-0.816497	1.19557	-0.816497	1.2025	0	1.33001	0	0.4	83.3	0.4	77.5579	91.3333	79.5	0	
3	26	3	5	3	5	2	32	1	167	38	121	0	143	112	1	24	7	3	0	9	3	191	-0.816497	-2.0918	0	-1.13717	0	-0.758938	0	0.4	15.867	25.3333	49.4	0	61.8	112	
3	3	2	3	26	5	5	42	0	1	1	91	218	114	118	0	1	1	4	77	3	10	237	0	-0.816497	0	0	-0.202065	0.761749	0.330431	0	0.4	1	60.6667	53.1296	60.2	59.1	
5	3	3	26	2	5	3	26	134	0	118	162	2	166	0	2	0	4	20	0	33	0	202	-0.972989	0	0	2.61291	0	0.805362	0	56.1	0	78.6667	65.5875	2	88.1	0	
5	26	5	3	2	3	3	37	82	120	77	2	0	0	60	13	33	7	1	0	0	1	142	0.508945	0.443434	-0.894609	0	0	0	0	42	32.8057	32.6	1.33333	0	0	40	
26	3	3	3	5	2	5	36	398	10	1	0	359	17	65	26	0	1	0	3	6	12	422	0.495593	0	-0.816497	0	-0.852026	0	-0.655168	111.522	6.66667	0.4	0	153.1	17	28.5	
5	2	5	26	3	3	3	38	150	1	149	235	1	1	1	5	1	3	45	1	1	1	247	-0.108094	0	-0.197963	0.54162	-0.816497	-0.816497	-0.816497	60.0952	1	58.7619	67.6046	0.4	0.4	0.4	
3	5	2	3	3	26	5	7	5	6	0	0	0	10	7	0	0	0	0	0	3	0	10	-1.12397	1.56594	0	0	0	1.2104	1.69734	2	3	0	0	0	2.7291	3.55556	
5	2	26	3	3	5	3	25	101	0	106	1	0	100	94	4	0	7	1	0	3	1	115	1.46111	0	3.70457	-0.816497	0	1.51995	0	57.8	0	47.1567	0.4	0	57.6	62.6667	
5	3	5	2	3	26	3	33	36	17	24	15	0	69	0	2	0	4	0	0	23	0	76	-0.816575	0	-0.077441	0	0	-0.211683	0	15.4	11.3333	11.4	15	0	15.9109	0	
5	3	3	5	3	2	26	25	40	1	0	37	6	0	55	1	1	0	4	3	0	15	64	1.01834	-0.816497	0	1.32768	0	0	-0.253399	21.8	0.4	0	20.9	4	0	11.0857	
3	5	5	3	26	3	2	7	0	5	4	0	8	0	1	0	0	0	0	3	0	1	9	0	1.39246	-1.84308	0	-0.843588	0	0	0	2.44444	0.470588	0	0.772334	0	1	
2	3	26	3	5	5	3	29	0	2	57	15	20	5	0	0	2	40	2	6	4	0	71	0	-0.972558	-0.877183	0	-1.00108	-1.02379	0	0	0.8	9.73333	10	8.3	1.61905	0	
3	5	3	26	2	3	5	6	0	2	2	2	1	0	2	0	0	2	0	1	0	1	6	0	-1.50358	-0.972558	0.17199	0	0	-1.42961	0	0.235294	0.8	0.357146	1	0	0.363636	
5	3	5	2	3	26	3	17	26	1	25	0	0	35	2	0	1	0	0	0	9	0	36	-0.644762	-0.816497	-0.620231	0	0	-0.655514	-0.972558	11.4	0.4	11	0	0	5.8266	0.8	
5	3	2	5	26	3	3	10	6	0	0	7	10	0	6	0	0	0	3	4	0	0	13	0.649164	0	0	-0.172568	2.13859	0	0	2.7619	0	0	2.7619	3.54747	0	4	
26	3	3	3	5	5	2	6	4	0	0	0	2	2	0	2	0	0	0	0	0	0	4	-0.925616	0	0	0	-1.42961	-1.42961	0	0.297417	0	0	0	0.363636	0.363636	0	
5	3	2	26	3	5	3	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	-0.842598	0	-1.16387	0	0	0	0	0.00319489	0	0.117647	0	
5	3	3	3	26	5	2	36	117	104	2	2	165	116	1	6	1	1	0	33	5	1	180	1.33295	0	0	0	1.49996	-1.26786	0	66	69.6667	1.33333	1.33333	55.6778	46.4	1	
3	3	2	5	5	26	3	42	2	0	2	94	107	171	89	1	0	2	9	5	32	2	191	0	0	0	0.821584	-0.0829016	-0.0961776	0	1.33333	0	2	50	50.8	42.8598	59.3333	
3	3	2	26	3	5	5	37	93	0	0	199	1	117	147	35	0	0	38	1	9	9	254	0	0	0	-1.42638	-0.816497	-1.17311	-0.66498	62	0	0	29.2959	0.4	47.5	64.4	
26	5	5	3	3	3	2	34	146	70	82	43	0	1	0	39	4	3	4	0	1	0	158	0.223421	-1.62817	0.643892	0	0	-0.816497	0	37.8182	20.5714	42.7	29	0	0.4	0	
26	5	3	5	3	3	2	39	151	87	4	87	4	13	0	42	21	4	2	3	2	0	183	-0.0348317	0.134527	0	0.370858	0	0	0	36.59	42.5	2.66667	43.8	2.66667	8.66667	0	
3	2	5	3	3	26	5	25	29	0	36	1	4	62	40	0	0	3	0	4	13	2	71	0	0	0.0521218	-0.816497	0	0.242599	0.156667	19.3333	0	17.4	0.4	2.66667	13.7992	19.6	
3	2	5	26	3	3	5	37	110	0	97	201	3	0	12	2	0	5	39	3	0	4	215	0	0	0.855108	0.416935	0	0	-0.954263	73.6667	0	51.8	53.8349	2	0	5	
5	3	3	2	5	26	3	25	19	1	11	0	107	120	0	5	1	1	0	4	12	0	131	0.0647328	-0.816497	0	0	-0.897114	1.49797	0	9.2	0.4	7.33333	0	45.3	38.3183	0	
26	3	5	5	3	3	2	31	154	0	111	112	45	0	0	40	0	2	4	0	0	0	168	-0.147211	0	-0.425359	-0.80073	0	0	0	34.3554	0	50.3	48.1	30.3333	0	0	
2	3	5	5	26	3	3	33	0	0	38	35	104	0	38	0	0	3	2	47	0	3	112	0	0	0.230667	0.114644	-0.301126	0	0	0	0	18.8	14.5714	23.7702	0	25.6667	
2	5	5	26	3	3	3	16	0	7	5	15	1	0	10	0	0	3	5	1	0	1	21	0	0.172568	-1.48614	-1.29962	-0.816497	0	0	0	2.95238	1.42857	1.45294	0.4	0	6.66667	
3	2	5	3	3	5	26	5	6	0	11	0	0	6	13	0	0	0	0	0	0	2	13	-1.14554	0	2.39654	0	0	1.59617	0.75827	2.4	0	6.11111	0	0	2.76923	2.79283	
3	26	5	5	3	3	2	23	0	30	13	13	0	7	0	0	14	2	2	0	0	0	34	0	-1.20205	-0.97762	-0.27932	0	-1.16172	0	0	3.75325	5.4	6	0	2.8	0	
5	2	3	5	3	3	26	23	16	0	18	22	0	1	38	3	0	3	3	0	1	10	49	1.06914	0	0	-0.112353	0	-0.816497	-0.232432	8.8	0	12	10.4	0	0.4	6.81927	
2	5	3	3	3	5	26	17	0	5	1	14	0	15	33	0	2	1	1	0	1	11	38	0	0.624961	-0.816497	0	0	-1.65834	-1.16216	0	2.11111	0.4	9.33333	0	4.28571	3.79574	
5	3	3	3	2	5	26	33	21	1	2	1	0	39	62	5	1	0	1	0	4	23	74	0.675802	-0.816497	-0.972558	-0.816497	0	1.23672	-0.912089	11	0.4	0.8	0.4	0	21.8	10.3395	
5	2	5	3	3	26	3	7	1	0	11	0	1	5	0	0	0	9	0	0	3	0	14	-1.16387	0	-1.84481	0	-0.816497	-0.103499	0	0.117647	0	2.14545	0	0.4	0.80832	0	
2	5	26	3	5	3	3	23	1	24	47	0	22	19	0	1	3	17	0	2	0	0	54	0	-0.335578	-0.969058	0	-1.09544	0	0	1	11	7.04812	0	9	12.6667	0	
26	2	3	3	5	3	5	17	16	0	4	0	5	1	7	9	0	0	0	1	0	0	17	-0.307635	0	0	0	-0.811667	-0.816497	-1.89693	2.88576	0	2.66667	0	1.34545	0.4	1.27273	
3	3	5	5	2	3	26	32	45	1	22	18	1	2	71	1	1	2	1	0	2	14	78	0	-0.816497	-0.435729	0.136391	0	0	0.32311	30	0.4	8.28571	8.8	1	1.33333	17.6251	
5	3	5	26	3	2	3	38	99	99	241	363	1	1	0	1	32	4	68	0	0	0	402	-0.578894	0	1.08984	-0.408852	-0.816497	0	0	43.9	66.6667	132.2	82.0046	0.4	1	0	
26	5	5	3	2	3	3	39	104	36	58	1	0	1	31	37	5	7	1	0	1	2	120	-0.77603	0.269296	-0.63551	-0.816497	0	-0.816497	0	21.3624	17.9	25.5	0.4	0	0.4	20.6667	
3	5	26	3	5	2	3	30	0	80	122	20	82	0	2	0	1	37	1	10	0	2	140	0	1.86667	1.58331	0	1.54997	0	0	0	40.1111	40.633	13.3333	47.4	0	1.33333	
3	5	5	2	26	3	3	33	2	231	77	0	117	0	27	1	154	5	0	24	0	0	280	0	-0.824439	0.746875	0	-1.74407	0	0	1.33333	98.9	40.6	0	14.4564	0	18	
5	2	5	3	3	26	3	39	155	0	167	42	1	260	0	9	0	12	8	1	80	0	292	-0.563229	0	-0.842394	0	-0.816497	-0.408009	0	68.9	0	71.3	28	0.4	59.8651	0	
3	5	3	2	26	5	3	43	54	64	2	0	151	81	0	3	17	1	0	65	6	0	180	0	-0.0788494	0	0	-0.670865	0.00390283	0	36.3333	30.4	1.33333	0	32.84	38.9	0	
3	5	26	3	3	2	5	32	3	43	154	14	0	0	38	3	3	111	1	0	0	6	167	-1.04849	0.0583656	-2.02581	0	0	0	-0.922668	1.2	20.8	15.4889	9.33333	0	0	16	
3	3	5	3	26	2	5	27	1	88	96	0	178	0	106	0	2	2	0	36	0	3	185	-0.816497	0	0.0857355	0	0.990486	0	0.498011	0.4	58.6667	46.6	0	51.9905	0	46.9524	
5	3	3	5	3	2	26	29	41	0	42	28	0	0	105	3	0	3	4	0	0	48	115	0.657517	0	0	0.533186	0	0	-0.269018	21.4	0	28	14.4	0	0	22.5993	
5	3	26	5	3	3	2	35	100	77	159	96	1	0	0	2	2	47	7	0	0	0	170	0.74414	0	0.263302	1.27284	-0.816497	0	0	52.7	52.3333	41.5918	53.8	0.4	0	0	
3	3	2	3	5	5	26	6	0	4	0	0	0	0	8	0	3	0	0	0	0	7	11	0	-1.0938	0	0	0	0	-1.85619	0	1.6	0	0	0	0	0.11566	
2	3	5	3	3	26	5	17	0	17	25	0	0	39	4	0	1	0	0	0	8	0	40	0	-1.22485	-1.33021	0	0	-0.12623	1.46815	0	6.8	7.80952	0	0	7.93155	1.84615	
3	5	2	26	5	3	3	15	0	14	0	43	18	0	15	0	1	0	25	0	0	0	45	0	-1.46766	0	-0.00117771	1.01604	0	0	0	4.19048	0	8.33495	8	0	10	
26	5	3	5	2	3	3	21	76	44	0	64	0	8	1	11	1	0	2	0	1	1	82	0.672956	-1.63795	0	-0.522377	0	0	-0.816497	20.049	12.8571	0	28.6	0	5.33333	0.4	
3	5	5	3	3	2	26	28	0	23	69	68	1	3	101	0	1	3	2	1	3	31	115	0	-0.949777	-0.805135	0	-0.816497	0	1.78733	0	7.80952	29.6	45.3333	0.4	3	34.4097	
3	3	5	3	2	26	5	11	0	10	14	0	1	21	15	0	0	0	0	1	4	0	22	0	-1.19267	0	0	0	1.98626	0.921297	0	4	5.71429	0	1	6.48223	7.14286	
3	5	3	26	5	2	3	23	1	21	15	37	24	0	0	1	2	1	11	1	0	0	46	-0.816497	-1.08716	0	-1.40944	-1.58777	0	0	0.4	8.6	10	3.8372	7.04762	0	0	
3	2	3	26	5	5	3	4	0	0	0	5	3	3	0	0	0	0	2	0	0	0	5	0	0	0	-0.129552	-1.70573	-1.70573	0	0	0	0	0.743825	0.352941	0.352941	0	
5	2	3	3	3	5	26	28	38	0	1	32	1	32	65	3	0	1	0	1	2	28	72	-0.963858	0	-0.816497	0	-0.816497	0.619349	-0.48378	15.9	0	0.4	21.6667	0.4	14.4762	12.9112	
2	3	3	5	3	5	26	25	1	2	3	38	0	31	60	1	2	0	1	0	4	20	71	0	0	0	-0.593143	0	0.412334	0.612412	1	1.33333	2	16.8	0	15.7	15.5038	
2	3	3	5	26	3	5	11	0	0	4	5	12	1	6	0	0	0	0	7	1	0	14	0	0	-1.0938	-0.4852	-0.36489	-0.816497	-0.726201	0	0	1.6	1.49091	1.84234	0.4	1.67273	
26	5	5	3	2	3	3	34	161	104	107	103	0	2	0	42	4	7	10	0	2	0	184	0.388557	-0.494384	0.849742	0	0	-0.972558	0	43.4171	38.8571	57.1	69.6667	0	0.8	0	
3	5	2	26	5	3	3	27	1	47	0	147	50	22	2	1	2	0	92	2	1	2	155	-0.816497	0.446357	0	-0.292824	-0.115628	0	0	0.4	20.6667	0	30.1412	20	14.6667	1.33333	
5	26	3	3	5	3	2	26	5	88	1	1	20	20	1	4	68	1	1	0	1	1	96	-0.561987	-1.38224	-0.816497	-0.816497	-1.7248	-1.2321	0	2.2	11.9755	0.4	0.4	4.77778	8	1	
3	3	5	2	5	3	26	5	0	0	2	0	1	2	4	0	0	0	0	0	0	1	4	0	0	-1.42961	0	0.950509	0	-1.19405	0	0	0.363636	0	0.461538	1.33333	0.190315	
3	3	3	5	2	5	26	23	0	8	1	16	0	10	36	0	1	1	1	0	1	21	40	0	-1.17432	-0.816497	-0.531787	0	0.393492	-0.462446	0	3.2	0.4	5.90476	0	4.38095	6.69026	
2	26	5	3	3	3	5	25	1	223	178	0	1	2	171	1	38	0	0	0	0	1	225	0	2.7929	0.624041	0	-0.816497	-0.972558	2.61928	1	88.8697	80.381	0	0.4	0.8	94.6667	
2	26	3	3	3	5	5	10	0	10	1	0	1	3	2	0	6	1	0	0	0	0	11	0	-1.14377	-0.816497	0	-0.816497	1.3667	1.21425	0	0.936423	0.4	0	0.4	1.38462	0.923077	
5	2	3	26	3	5	3	7	10	0	0	14	8	10	1	0	0	0	4	0	0	1	15	-2.20533	0	0	-1.74519	-1.17432	-2.20533	-0.816497	1.17647	0	0	0.556213	3.2	1.17647	0.4	
5	3	5	2	26	3	3	32	45	2	57	2	112	58	1	1	2	0	2	48	0	1	119	-1.73055	0	-1.35646	0	0.0931448	0	-0.816497	12.8571	1.33333	13.8909	2	26.6934	39.3333	0.4	
3	3	26	2	3	5	5	22	1	1	87	0	48	52	49	1	1	26	0	2	0	0	91	-0.816497	-0.816497	-0.175558	0	0	-1.39825	-1.62363	0.4	0.4	16.7333	0	32.3333	16.0952	14.381	
5	2	26	3	5	3	3	34	64	0	211	1	64	52	0	9	0	124	1	1	3	0	225	0.332692	0	-1.11136	-0.816497	0.685004	0	0	27.619	0	38.828	0.4	33.5	35.3333	0	
2	5	3	26	3	5	3	34	0	146	3	195	5	152	82	0	7	3	37	4	13	0	231	0	-0.3891	0	0.730641	0	0.171244	0	0	66.5	2	50.4661	3.33333	74.6	54.6667	
3	2	3	3	5	26	5	28	0	0	144	2	143	209	150	0	0	0	2	7	29	3	221	0	0	0	-0.972558	1.54894	-0.107475	1.30137	0	0	96.6667	0.8	82.6	45.6995	84.3	
26	5	3	2	5	3	3	7	8	1	5	0	1	0	0	3	0	0	0	0	0	0	9	0.398088	0.950509	0	0	-1.16387	0	0	1.57482	0.461538	3.33333	0	0.117647	0	0	
2	26	3	3	5	3	5	35	0	232	1	0	61	149	158	0	48	1	0	3	0	2	243	0	0.550103	-0.816497	0	1.21957	0	1.6035	0	64.1	0.4	0	34	99.3333	91.8	
26	3	5	3	3	5	2	35	263	2	90	1	87	208	0	62	2	12	0	4	8	0	305	0.905499	0	-1.28883	-0.816497	0	-0.721229	0	76.0674	1.33333	28.619	0.4	58.3333	90.4	0	
5	3	3	26	5	3	2	35	24	0	0	170	68	75	0	8	0	0	61	6	4	0	188	0.116162	0	0	-0.335392	-1.27503	0	0	11.7	0	0	39.1839	21.6667	50	0	
3	3	2	26	5	5	3	13	11	0	0	25	11	12	0	0	0	0	11	0	0	0	25	0	0	0	-0.0292958	0.442518	1.01337	0	7.33333	0	0	4.9741	4.85714	5.80952	0	
5	2	3	26	3	5	3	29	123	1	92	148	1	132	0	1	1	3	13	1	10	0	164	0.26552	0	0	1.86621	-0.816497	0.773781	0	61.1	1	61.3333	50.9981	0.4	69.8	0	
3	3	3	5	5	26	2	28	0	25	1	35	65	97	34	0	4	1	1	2	20	0	106	0	0	-0.816497	0.803723	0.0242655	-0.257646	0	0	16.6667	0.4	18.6	31.3	20.9443	34	
2	5	5	3	3	26	3	36	115	127	260	115	0	396	0	1	3	8	1	0	58	0	411	0	-0.7816	-1.03366	0	0	0.209697	0	115	54.7	107.9	76.6667	0	98.3179	0	
5	2	3	3	3	5	26	30	49	0	0	0	46	50	93	3	0	0	0	6	6	17	108	-1.16113	0	0	0	0	-1.19482	0.224939	19.9	0	0	0	30.6667	16.1905	23.7873	
